Title	Chapters	Department	Course Title
Repeated Games: Cooperation vs. the End Game	Chapter 2. Repeated Interaction: The Breakdown of Cooperation and The Lame Duck Effect 	Economics	Game Theory
Repeated Games: Cooperation vs. the End Game	Chapter 3. Repeated Interaction: Renegotiation 	Economics	Game Theory
Repeated Games: Cooperation vs. the End Game	Chapter 4. Failure of Renegotiation: Bankruptcy Laws 	Economics	Game Theory
Repeated Games: Cooperation vs. the End Game	Chapter 5. Repeated Interaction: The Grim Trigger Strategy 	Economics	Game Theory
Repeated Games: Cheating, Punishment, and Outsourcing	Chapter 1. Repeated Interaction: The Grim Trigger Strategy in the Prisoner’s Dilemma (Continued) 	Economics	Game Theory
Repeated Games: Cheating, Punishment, and Outsourcing	Chapter 2. The Grim Trigger Strategy: Generalization and Real World Examples 	Economics	Game Theory
Repeated Games: Cheating, Punishment, and Outsourcing	Chapter 3. Cooperation in Repeated Interactions: The “One Period Punishment” Strategy 	Economics	Game Theory
Repeated Games: Cheating, Punishment, and Outsourcing	Chapter 4. Cooperation in Repeated Interactions: Repeated Moral Hazard 	Economics	Game Theory
Repeated Games: Cheating, Punishment, and Outsourcing	Chapter 5. Cooperation in Repeated Interactions: Conclusions 	Economics	Game Theory
Asymmetric Information: Silence, Signaling and Suffering Education	Chapter 1. Asymmetric Information: Signaling and Information Unraveling 	Economics	Game Theory
Asymmetric Information: Silence, Signaling and Suffering Education	Chapter 2. Information Unraveling: Examples 	Economics	Game Theory
Asymmetric Information: Silence, Signaling and Suffering Education	Chapter 3. Signaling: Good and Bad Workers 	Economics	Game Theory
Asymmetric Information: Silence, Signaling and Suffering Education	Chapter 4. Signaling: Conclusions 	Economics	Game Theory
Asymmetric Information: Auctions and the Winner's Curse	Chapter 1. Auctions: Common versus Private Values 	Economics	Game Theory
Asymmetric Information: Auctions and the Winner's Curse	Chapter 2. Auctions: Winner’s Curse in the First-Price Sealed-Bid Auction 	Economics	Game Theory
Asymmetric Information: Auctions and the Winner's Curse	Chapter 3. Auctions: Other Types of Auction 	Economics	Game Theory
Asymmetric Information: Auctions and the Winner's Curse	Chapter 4. Auctions: Revenue Generation in Different Types of Auctions 	Economics	Game Theory
Introduction	Chapter 1. Introduction 	English	Introduction to Theory of Literature
Introduction	Chapter 2. Theory and Philosophy 	English	Introduction to Theory of Literature
Introduction	Chapter 3. What Is Literature? 	English	Introduction to Theory of Literature
Introduction	Chapter 4. The Idea of an “Introduction” 	English	Introduction to Theory of Literature
Introduction	Chapter 5. Literary Theory and the History of Modern Criticism 	English	Introduction to Theory of Literature
Introduction	Chapter 6. The Hermeneutics of Suspicion 	English	Introduction to Theory of Literature
Introduction (cont.)	Chapter 1. Introduction 	English	Introduction to Theory of Literature
Introduction (cont.)	Chapter 2. Anton Chekhov and Henry James 	English	Introduction to Theory of Literature
Introduction (cont.)	Chapter 3. Author and Authority 	English	Introduction to Theory of Literature
Introduction (cont.)	Chapter 4. “The Founders of Discursivity” 	English	Introduction to Theory of Literature
Introduction (cont.)	Chapter 5. Critique of the “Author Function” 	English	Introduction to Theory of Literature
Ways In and Out of the Hermeneutic Circle	Chapter 1. The History of Hermeneutics 	English	Introduction to Theory of Literature
Ways In and Out of the Hermeneutic Circle	Chapter 2. The Hermeneutic Circle 	English	Introduction to Theory of Literature
Ways In and Out of the Hermeneutic Circle	Chapter 3. On Prejudice 	English	Introduction to Theory of Literature
Ways In and Out of the Hermeneutic Circle	Chapter 4. Historicism and “Historicality” 	English	Introduction to Theory of Literature
Ways In and Out of the Hermeneutic Circle	Chapter 5. Gadamer’s Debt to Heidegger 	English	Introduction to Theory of Literature
Ways In and Out of the Hermeneutic Circle	Chapter 6. Prejudice and Tradition 	English	Introduction to Theory of Literature
Ways In and Out of the Hermeneutic Circle	Chapter 7. E. D. Hirsch 	English	Introduction to Theory of Literature
Configurative Reading	Chapter 1. Gadamer Revisited 	English	Introduction to Theory of Literature
Configurative Reading	Chapter 2. Hirsch’s Historicism 	English	Introduction to Theory of Literature
Configurative Reading	Chapter 3. Iser: The Act of Reading 	English	Introduction to Theory of Literature
Configurative Reading	Chapter 4. Expectations 	English	Introduction to Theory of Literature
Configurative Reading	Chapter 5. Tony the Tow Truck 	English	Introduction to Theory of Literature
Configurative Reading	Chapter 6. Gadamer, Iser, Hirsch, and the Canon 	English	Introduction to Theory of Literature
The Idea of the Autonomous Artwork	Chapter 1. New Criticism and the Poem as (Miniature) World 	English	Introduction to Theory of Literature
The Idea of the Autonomous Artwork	Chapter 2. Formalism and Immanuel Kant 	English	Introduction to Theory of Literature
The Idea of the Autonomous Artwork	Chapter 3. Kant and Coleridge: the Good, the Agreeable, and the Beautiful 	English	Introduction to Theory of Literature
The Idea of the Autonomous Artwork	Chapter 4. Wimsatt and Beardsley: the Anatomy of the “Poem” 	English	Introduction to Theory of Literature
The Idea of the Autonomous Artwork	Chapter 5. Wimsatt and Beardsley: Permissable Evidence 	English	Introduction to Theory of Literature
The New Criticism and Other Western Formalisms	Chapter 1. Yeats’s “Lapis Lazuli” and Tony the Tow Truck 	English	Introduction to Theory of Literature
The New Criticism and Other Western Formalisms	Chapter 2. The New Criticism: Modernist and Academic Contexts 	English	Introduction to Theory of Literature
The New Criticism and Other Western Formalisms	Chapter 3. Earlier Close Readers: I. A. Richards 	English	Introduction to Theory of Literature
The New Criticism and Other Western Formalisms	Chapter 4. Earlier Close Readers: William Empson 	English	Introduction to Theory of Literature
The New Criticism and Other Western Formalisms	Chapter 5. Brooks and the “Implications of “Unity” 	English	Introduction to Theory of Literature
Russian Formalism	Chapter 1. Introduction to the Russian Formalist Tradition 	English	Introduction to Theory of Literature
Russian Formalism	Chapter 2. Boris Eikhenbaum 	English	Introduction to Theory of Literature
Russian Formalism	Chapter 3. Criticism of Perception: Defamiliarization 	English	Introduction to Theory of Literature
Russian Formalism	Chapter 4. Poetic Language and Practical Language 	English	Introduction to Theory of Literature
Russian Formalism	Chapter 5. Device as a Function 	English	Introduction to Theory of Literature
Russian Formalism	Chapter 6. Plot and Story 	English	Introduction to Theory of Literature
Russian Formalism	Chapter 7. The Literary as Historiography 	English	Introduction to Theory of Literature
Semiotics and Structuralism	Chapter 1. What is Semiology? 	English	Introduction to Theory of Literature
Semiotics and Structuralism	Chapter 2. “Langue” and “Parole,” “Signified” and “Signifier” 	English	Introduction to Theory of Literature
Semiotics and Structuralism	Chapter 3. Positive and Negative Knowledge: Arbitrary and Differential 	English	Introduction to Theory of Literature
Semiotics and Structuralism	Chapter 4. Example: the Red Stoplight 	English	Introduction to Theory of Literature
Semiotics and Structuralism	Chapter 5. Synchrony and Diachrony 	English	Introduction to Theory of Literature
Linguistics and Literature	Chapter 1. Synchrony and Diachrony 	English	Introduction to Theory of Literature
Linguistics and Literature	Chapter 2. The Emergence of Structuralism 	English	Introduction to Theory of Literature
Linguistics and Literature	Chapter 3. The Relationship Between Formalism and Semiotics 	English	Introduction to Theory of Literature
Linguistics and Literature	Chapter 4. Levi-Strauss and the Meaning of the Oedipus Myth 	English	Introduction to Theory of Literature
Linguistics and Literature	Chapter 5. The Poetic Function 	English	Introduction to Theory of Literature
Linguistics and Literature	Chapter 6. Jacobson’s Six Functions 	English	Introduction to Theory of Literature
Linguistics and Literature	Chapter 7. Metalanguage and Poetic Function 	English	Introduction to Theory of Literature
Deconstruction I	Chapter 1. Origins and Influence of Jacques Derrida 	English	Introduction to Theory of Literature
Deconstruction I	Chapter 2. Derrida’s Style 	English	Introduction to Theory of Literature
Deconstruction I	Chapter 3. The Eiffel Tower and Wallace Stevens’ “Anecdote of the Jar” 	English	Introduction to Theory of Literature
Deconstruction I	Chapter 4. Levi-Strauss and the Oedipus Myth 	English	Introduction to Theory of Literature
Deconstruction I	Chapter 5. Derrida and Semiotic Science 	English	Introduction to Theory of Literature
Deconstruction I	Chapter 6. “Event” and History 	English	Introduction to Theory of Literature
Deconstruction I	Chapter 7. Language and Writing 	English	Introduction to Theory of Literature
Deconstruction I	Chapter 8. Language, Supplementarity, and DiffÃ©rance 	English	Introduction to Theory of Literature
Deconstruction II	Chapter 1. Derrida and Levi-Strauss 	English	Introduction to Theory of Literature
Deconstruction II	Chapter 2. Writing and Speech 	English	Introduction to Theory of Literature
Deconstruction II	Chapter 3. Paul de Man and Nazism 	English	Introduction to Theory of Literature
Deconstruction II	Chapter 4. Similarities Between De Man and Derrida 	English	Introduction to Theory of Literature
Deconstruction II	Chapter 5. De Man and Derrida: Differences 	English	Introduction to Theory of Literature
Deconstruction II	Chapter 6. Examples: “All in the Family,” Yeats, and Proust 	English	Introduction to Theory of Literature
Freud and Fiction	Chapter 1. Brooks’s Debt to Jakobson and de Man 	English	Introduction to Theory of Literature
Freud and Fiction	Chapter 2. Brooks’s Debt to Freud 	English	Introduction to Theory of Literature
Freud and Fiction	Chapter 3: Brooks’s Departure from Freud 	English	Introduction to Theory of Literature
Freud and Fiction	Chapter 4. Freud’s Beyond the Pleasure Principle 	English	Introduction to Theory of Literature
Freud and Fiction	Chapter 5. “The aim of all life is death” 	English	Introduction to Theory of Literature
Freud and Fiction	Chapter 6. Merging the Pleasure Principle with the Death Wish 	English	Introduction to Theory of Literature
Freud and Fiction	Chapter 7. Tony the Tow Truck Revisited 	English	Introduction to Theory of Literature
Jacques Lacan in Theory	Chapter 1. Peter Brooks and Lacan 	English	Introduction to Theory of Literature
Jacques Lacan in Theory	Chapter 2. Lacan and Freudian Scholarship 	English	Introduction to Theory of Literature
Jacques Lacan in Theory	Chapter 3. The Mirror Stage 	English	Introduction to Theory of Literature
Jacques Lacan in Theory	Chapter 4. Language and the Unconscious 	English	Introduction to Theory of Literature
Jacques Lacan in Theory	Chapter 5. Metonymy, Metaphor, and Desire 	English	Introduction to Theory of Literature
Jacques Lacan in Theory	Chapter 6. What Is Desire? 	English	Introduction to Theory of Literature
Jacques Lacan in Theory	Chapter 7. Slavoj Žižek 	English	Introduction to Theory of Literature
Influence	Chapter 1. Introduction to Harold Bloom 	English	Introduction to Theory of Literature
Influence	Chapter 2. Mimesis and Imitatio 	English	Introduction to Theory of Literature
Influence	Chapter 3. Bloom “Misreads” Eliot 	English	Introduction to Theory of Literature
Influence	Chapter 4. Literary History: the Always Already Written “Strong Poem” 	English	Introduction to Theory of Literature
Influence	Chapter 5. Lacan and Bloom on Tony the Toy Truck 	English	Introduction to Theory of Literature
The Postmodern Psyche	Chapter 1. Žižek, Deleuze, and the Political 	English	Introduction to Theory of Literature
The Postmodern Psyche	Chapter 2. What Is Postmodernism? 	English	Introduction to Theory of Literature
The Postmodern Psyche	Chapter 3. Postmodernism, Doubt, and Vision 	English	Introduction to Theory of Literature
The Postmodern Psyche	Chapter 4. Dehumanization	English	Introduction to Theory of Literature
The Postmodern Psyche	Chapter 5. Deleuze, Guattari, and Lacan 	English	Introduction to Theory of Literature
The Postmodern Psyche	Chapter 6. The Rhizome 	English	Introduction to Theory of Literature
The Postmodern Psyche	Chapter 7. Žižek 	English	Introduction to Theory of Literature
The Postmodern Psyche	Chapter 8. Holbein’s The Ambassadors 	English	Introduction to Theory of Literature
The Postmodern Psyche	Chapter 9. Language and Desire 	English	Introduction to Theory of Literature
The Social Permeability of Reader and Text	Chapter 1. Language in Social Context 	English	Introduction to Theory of Literature
The Social Permeability of Reader and Text	Chapter 2. Bakhtin, Jauss, and Formalism 	English	Introduction to Theory of Literature
The Social Permeability of Reader and Text	Chapter 3. Bakhtin and Authority 	English	Introduction to Theory of Literature
The Social Permeability of Reader and Text	Chapter 4. Pride and Prejudice 	English	Introduction to Theory of Literature
The Social Permeability of Reader and Text	Chapter 5. Common Language 	English	Introduction to Theory of Literature
The Social Permeability of Reader and Text	Chapter 6. Jauss and the History of Reception 	English	Introduction to Theory of Literature
